Soloist time: 0.19, Predicted time: 0.19, Accompanist time: 0.14, Playback rate: 1.00
Soloist time: 57.77, Predicted time: 64.64, Accompanist time: 64.71, Playback rate: 1.02
Soloist time: 57.96, Predicted time: 64.83, Accompanist time: 64.90, Playback rate: 1.02
Soloist time: 58.14, Predicted time: 65.02, Accompanist time: 65.08, Playback rate: 1.02
Soloist time: 58.33, Predicted time: 65.39, Accompanist time: 65.27, Playback rate: 1.06
Soloist time: 58.51, Predicted time: 65.57, Accompanist time: 65.47, Playback rate: 1.05
Soloist time: 58.70, Predicted time: 65.76, Accompanist time: 65.67, Playback rate: 1.05
Soloist time: 58.89, Predicted time: 65.94, Accompanist time: 65.86, Playback rate: 1.05
Soloist time: 59.07, Predicted time: 66.50, Accompanist time: 66.06, Playback rate: 1.13
Soloist time: 59.26, Predicted time: 67.06, Accompanist time: 66.27, Playback rate: 1.20
Soloist time: 59.44, Predicted time: 67.24, Accompanist time: 66.49, Playback rate: 1.20
Soloist time: 59.63, Predicted time: 67.43, Accompanist time: 66.71, Playback rate: 1.18
Soloist time: 59.81, Predicted time: 67.62, Accompanist time: 66.93, Playback rate: 1.17
Soloist time: 60.00, Predicted time: 67.80, Accompanist time: 67.15, Playback rate: 1.17
Soloist time: 60.19, Predicted time: 68.36, Accompanist time: 67.36, Playback rate: 1.24
Soloist time: 60.37, Predicted time: 68.73, Accompanist time: 67.59, Playback rate: 1.24
Soloist time: 60.56, Predicted time: 69.10, Accompanist time: 67.82, Playback rate: 1.29
Soloist time: 60.74, Predicted time: 69.29, Accompanist time: 68.06, Playback rate: 1.28
Soloist time: 60.93, Predicted time: 69.47, Accompanist time: 68.30, Playback rate: 1.27
Soloist time: 61.11, Predicted time: 69.66, Accompanist time: 68.54, Playback rate: 1.26
Soloist time: 61.30, Predicted time: 69.85, Accompanist time: 68.77, Playback rate: 1.25
Soloist time: 61.49, Predicted time: 70.40, Accompanist time: 69.00, Playback rate: 1.25
Soloist time: 61.67, Predicted time: 70.96, Accompanist time: 69.23, Playback rate: 1.39
Soloist time: 61.86, Predicted time: 71.52, Accompanist time: 69.49, Playback rate: 1.45
Soloist time: 62.04, Predicted time: 71.70, Accompanist time: 69.76, Playback rate: 1.42
Soloist time: 62.23, Predicted time: 72.07, Accompanist time: 70.02, Playback rate: 1.42
Soloist time: 62.42, Predicted time: 72.63, Accompanist time: 70.29, Playback rate: 1.51
Soloist time: 62.60, Predicted time: 72.82, Accompanist time: 70.57, Playback rate: 1.48
Soloist time: 62.79, Predicted time: 73.19, Accompanist time: 70.85, Playback rate: 1.51
Soloist time: 62.97, Predicted time: 73.56, Accompanist time: 71.13, Playback rate: 1.53
Soloist time: 63.16, Predicted time: 73.75, Accompanist time: 71.41, Playback rate: 1.50
Soloist time: 63.34, Predicted time: 74.12, Accompanist time: 71.69, Playback rate: 1.53
Soloist time: 63.53, Predicted time: 74.49, Accompanist time: 71.97, Playback rate: 1.54
Soloist time: 63.72, Predicted time: 74.86, Accompanist time: 72.26, Playback rate: 1.56
Soloist time: 63.90, Predicted time: 75.05, Accompanist time: 72.55, Playback rate: 1.56
Soloist time: 64.09, Predicted time: 75.23, Accompanist time: 72.84, Playback rate: 1.52
Soloist time: 64.27, Predicted time: 75.42, Accompanist time: 73.12, Playback rate: 1.50
Soloist time: 64.46, Predicted time: 75.98, Accompanist time: 73.40, Playback rate: 1.56
Soloist time: 64.64, Predicted time: 76.16, Accompanist time: 73.69, Playback rate: 1.56
Soloist time: 64.83, Predicted time: 76.53, Accompanist time: 73.98, Playback rate: 1.55
Soloist time: 65.02, Predicted time: 76.72, Accompanist time: 74.27, Playback rate: 1.53
Soloist time: 65.20, Predicted time: 76.90, Accompanist time: 74.55, Playback rate: 1.53
Soloist time: 65.39, Predicted time: 77.09, Accompanist time: 74.84, Playback rate: 1.49
Soloist time: 65.57, Predicted time: 77.28, Accompanist time: 75.11, Playback rate: 1.47
Soloist time: 65.76, Predicted time: 77.46, Accompanist time: 75.39, Playback rate: 1.46
Soloist time: 65.94, Predicted time: 77.65, Accompanist time: 75.66, Playback rate: 1.44
Soloist time: 66.13, Predicted time: 77.83, Accompanist time: 75.93, Playback rate: 1.42
Soloist time: 66.32, Predicted time: 78.02, Accompanist time: 76.19, Playback rate: 1.41
Soloist time: 66.50, Predicted time: 78.20, Accompanist time: 76.45, Playback rate: 1.41
Soloist time: 66.69, Predicted time: 78.39, Accompanist time: 76.71, Playback rate: 1.38
Soloist time: 66.87, Predicted time: 78.95, Accompanist time: 76.97, Playback rate: 1.45
Soloist time: 67.06, Predicted time: 79.51, Accompanist time: 77.24, Playback rate: 1.51
Soloist time: 67.24, Predicted time: 80.06, Accompanist time: 77.52, Playback rate: 1.56
Soloist time: 67.43, Predicted time: 80.62, Accompanist time: 77.81, Playback rate: 1.62
Soloist time: 67.62, Predicted time: 80.81, Accompanist time: 78.11, Playback rate: 1.58
Soloist time: 67.80, Predicted time: 80.99, Accompanist time: 78.40, Playback rate: 1.56
Soloist time: 67.99, Predicted time: 81.18, Accompanist time: 78.70, Playback rate: 1.54
Soloist time: 68.17, Predicted time: 81.36, Accompanist time: 78.98, Playback rate: 1.54
Soloist time: 68.36, Predicted time: 81.92, Accompanist time: 79.27, Playback rate: 1.58
Soloist time: 68.55, Predicted time: 82.48, Accompanist time: 79.56, Playback rate: 1.64
Soloist time: 68.73, Predicted time: 83.03, Accompanist time: 79.87, Playback rate: 1.69
Soloist time: 68.92, Predicted time: 83.59, Accompanist time: 80.18, Playback rate: 1.74
Soloist time: 69.10, Predicted time: 83.78, Accompanist time: 80.50, Playback rate: 1.70
Soloist time: 69.29, Predicted time: 84.15, Accompanist time: 80.82, Playback rate: 1.70
Soloist time: 69.47, Predicted time: 84.33, Accompanist time: 81.14, Playback rate: 1.69
Soloist time: 69.66, Predicted time: 84.71, Accompanist time: 81.45, Playback rate: 1.71
Soloist time: 69.85, Predicted time: 84.89, Accompanist time: 81.77, Playback rate: 1.68
Soloist time: 70.03, Predicted time: 84.89, Accompanist time: 82.08, Playback rate: 1.61
Soloist time: 70.22, Predicted time: 84.89, Accompanist time: 82.38, Playback rate: 1.55
Soloist time: 70.40, Predicted time: 85.08, Accompanist time: 82.67, Playback rate: 1.54
Soloist time: 70.59, Predicted time: 85.45, Accompanist time: 82.95, Playback rate: 1.54
Soloist time: 70.77, Predicted time: 86.01, Accompanist time: 83.24, Playback rate: 1.62
Soloist time: 70.96, Predicted time: 86.56, Accompanist time: 83.54, Playback rate: 1.67
Soloist time: 71.15, Predicted time: 87.12, Accompanist time: 83.85, Playback rate: 1.72
Soloist time: 71.33, Predicted time: 87.68, Accompanist time: 84.17, Playback rate: 1.77
Soloist time: 71.52, Predicted time: 88.05, Accompanist time: 84.50, Playback rate: 1.77
Soloist time: 71.70, Predicted time: 88.42, Accompanist time: 84.82, Playback rate: 1.78
Soloist time: 71.89, Predicted time: 88.61, Accompanist time: 85.16, Playback rate: 1.78
Soloist time: 72.07, Predicted time: 88.79, Accompanist time: 85.49, Playback rate: 1.72
Soloist time: 72.26, Predicted time: 88.98, Accompanist time: 85.81, Playback rate: 1.72
Soloist time: 72.45, Predicted time: 89.35, Accompanist time: 86.12, Playback rate: 1.71
Soloist time: 72.63, Predicted time: 89.72, Accompanist time: 86.44, Playback rate: 1.71
Soloist time: 72.82, Predicted time: 90.28, Accompanist time: 86.76, Playback rate: 1.77
Soloist time: 73.00, Predicted time: 90.46, Accompanist time: 87.09, Playback rate: 1.77
Soloist time: 73.19, Predicted time: 90.65, Accompanist time: 87.42, Playback rate: 1.71
Soloist time: 73.38, Predicted time: 90.84, Accompanist time: 87.73, Playback rate: 1.71
Soloist time: 73.56, Predicted time: 91.21, Accompanist time: 88.05, Playback rate: 1.70
Soloist time: 73.75, Predicted time: 91.77, Accompanist time: 88.37, Playback rate: 1.75
Soloist time: 73.93, Predicted time: 91.77, Accompanist time: 88.69, Playback rate: 1.75
Soloist time: 74.12, Predicted time: 91.77, Accompanist time: 89.02, Playback rate: 1.61
Soloist time: 74.30, Predicted time: 92.32, Accompanist time: 89.32, Playback rate: 1.68
Soloist time: 74.49, Predicted time: 92.88, Accompanist time: 89.63, Playback rate: 1.73
Soloist time: 74.68, Predicted time: 93.44, Accompanist time: 89.95, Playback rate: 1.73
Soloist time: 74.86, Predicted time: 93.99, Accompanist time: 90.27, Playback rate: 1.82
Soloist time: 75.05, Predicted time: 94.37, Accompanist time: 90.61, Playback rate: 1.82
Soloist time: 75.23, Predicted time: 94.55, Accompanist time: 90.95, Playback rate: 1.79
Soloist time: 75.42, Predicted time: 94.74, Accompanist time: 91.28, Playback rate: 1.76
Soloist time: 75.60, Predicted time: 94.92, Accompanist time: 91.61, Playback rate: 1.73
Soloist time: 75.79, Predicted time: 95.11, Accompanist time: 91.93, Playback rate: 1.73
Soloist time: 75.98, Predicted time: 95.48, Accompanist time: 92.25, Playback rate: 1.72
Soloist time: 76.16, Predicted time: 96.04, Accompanist time: 92.57, Playback rate: 1.78
Soloist time: 76.35, Predicted time: 96.60, Accompanist time: 92.90, Playback rate: 1.78
Soloist time: 76.53, Predicted time: 97.15, Accompanist time: 93.23, Playback rate: 1.87
Soloist time: 76.72, Predicted time: 97.71, Accompanist time: 93.58, Playback rate: 1.87
Soloist time: 76.90, Predicted time: 98.27, Accompanist time: 93.92, Playback rate: 1.95
Soloist time: 77.09, Predicted time: 98.82, Accompanist time: 94.29, Playback rate: 1.99
Soloist time: 77.28, Predicted time: 99.01, Accompanist time: 94.66, Playback rate: 1.95
Soloist time: 77.46, Predicted time: 99.01, Accompanist time: 95.02, Playback rate: 1.87
Soloist time: 77.65, Predicted time: 99.20, Accompanist time: 95.37, Playback rate: 1.87
Soloist time: 77.83, Predicted time: 99.38, Accompanist time: 95.71, Playback rate: 1.81
Soloist time: 78.02, Predicted time: 99.57, Accompanist time: 96.05, Playback rate: 1.78
Soloist time: 78.20, Predicted time: 99.75, Accompanist time: 96.38, Playback rate: 1.75
Soloist time: 78.39, Predicted time: 99.94, Accompanist time: 96.71, Playback rate: 1.75
Soloist time: 78.58, Predicted time: 100.12, Accompanist time: 97.03, Playback rate: 1.70
Soloist time: 78.76, Predicted time: 100.31, Accompanist time: 97.35, Playback rate: 1.67
Soloist time: 78.95, Predicted time: 100.50, Accompanist time: 97.66, Playback rate: 1.65
Soloist time: 79.13, Predicted time: 100.68, Accompanist time: 97.96, Playback rate: 1.63
Soloist time: 79.32, Predicted time: 100.87, Accompanist time: 98.27, Playback rate: 1.60
Soloist time: 79.51, Predicted time: 101.05, Accompanist time: 98.56, Playback rate: 1.58
Soloist time: 79.69, Predicted time: 101.24, Accompanist time: 98.86, Playback rate: 1.58
Soloist time: 79.88, Predicted time: 101.80, Accompanist time: 99.15, Playback rate: 1.62
Soloist time: 80.06, Predicted time: 102.35, Accompanist time: 99.45, Playback rate: 1.68
Soloist time: 80.25, Predicted time: 102.91, Accompanist time: 99.76, Playback rate: 1.73
Soloist time: 80.43, Predicted time: 103.47, Accompanist time: 100.09, Playback rate: 1.73
Soloist time: 80.62, Predicted time: 103.84, Accompanist time: 100.41, Playback rate: 1.78
Soloist time: 80.81, Predicted time: 104.03, Accompanist time: 100.74, Playback rate: 1.75
Soloist time: 80.99, Predicted time: 104.21, Accompanist time: 101.06, Playback rate: 1.72
Soloist time: 81.18, Predicted time: 104.21, Accompanist time: 101.38, Playback rate: 1.65
Soloist time: 81.36, Predicted time: 104.40, Accompanist time: 101.69, Playback rate: 1.63
Soloist time: 81.55, Predicted time: 104.58, Accompanist time: 101.99, Playback rate: 1.61
Soloist time: 81.73, Predicted time: 104.77, Accompanist time: 102.29, Playback rate: 1.61
Soloist time: 81.92, Predicted time: 104.95, Accompanist time: 102.59, Playback rate: 1.56
Soloist time: 82.11, Predicted time: 105.14, Accompanist time: 102.88, Playback rate: 1.56
Soloist time: 82.29, Predicted time: 105.70, Accompanist time: 103.17, Playback rate: 1.60
Soloist time: 82.48, Predicted time: 106.25, Accompanist time: 103.47, Playback rate: 1.60
Soloist time: 82.66, Predicted time: 106.81, Accompanist time: 103.76, Playback rate: 1.71
Soloist time: 82.85, Predicted time: 107.37, Accompanist time: 104.08, Playback rate: 1.76
Soloist time: 83.03, Predicted time: 107.93, Accompanist time: 104.41, Playback rate: 1.81
Soloist time: 83.22, Predicted time: 107.93, Accompanist time: 104.74, Playback rate: 1.81
Soloist time: 83.41, Predicted time: 107.93, Accompanist time: 105.08, Playback rate: 1.66
Soloist time: 83.59, Predicted time: 108.11, Accompanist time: 105.39, Playback rate: 1.64
Soloist time: 83.78, Predicted time: 108.11, Accompanist time: 105.69, Playback rate: 1.58
Soloist time: 83.96, Predicted time: 108.30, Accompanist time: 105.99, Playback rate: 1.56
Soloist time: 84.15, Predicted time: 108.30, Accompanist time: 106.28, Playback rate: 1.50
Soloist time: 84.33, Predicted time: 108.30, Accompanist time: 106.55, Playback rate: 1.50
Soloist time: 84.52, Predicted time: 108.48, Accompanist time: 106.83, Playback rate: 1.43
Soloist time: 84.71, Predicted time: 108.67, Accompanist time: 107.10, Playback rate: 1.41
Soloist time: 84.89, Predicted time: 108.86, Accompanist time: 107.36, Playback rate: 1.40
Soloist time: 85.08, Predicted time: 108.86, Accompanist time: 107.62, Playback rate: 1.34
Soloist time: 85.26, Predicted time: 109.23, Accompanist time: 107.87, Playback rate: 1.34
Soloist time: 85.45, Predicted time: 109.78, Accompanist time: 108.12, Playback rate: 1.44
Soloist time: 85.64, Predicted time: 110.34, Accompanist time: 108.39, Playback rate: 1.50
Soloist time: 85.82, Predicted time: 110.90, Accompanist time: 108.66, Playback rate: 1.56
Soloist time: 86.01, Predicted time: 111.46, Accompanist time: 108.95, Playback rate: 1.61
Soloist time: 86.19, Predicted time: 112.01, Accompanist time: 109.25, Playback rate: 1.66
Soloist time: 86.38, Predicted time: 112.57, Accompanist time: 109.56, Playback rate: 1.71
Soloist time: 86.56, Predicted time: 112.94, Accompanist time: 109.88, Playback rate: 1.71
Soloist time: 86.75, Predicted time: 113.13, Accompanist time: 110.20, Playback rate: 1.69
Soloist time: 86.94, Predicted time: 113.50, Accompanist time: 110.51, Playback rate: 1.71
Soloist time: 87.12, Predicted time: 113.68, Accompanist time: 110.83, Playback rate: 1.67
Soloist time: 87.31, Predicted time: 113.87, Accompanist time: 111.14, Playback rate: 1.65
Soloist time: 87.49, Predicted time: 114.06, Accompanist time: 111.45, Playback rate: 1.65
Soloist time: 87.68, Predicted time: 114.43, Accompanist time: 111.75, Playback rate: 1.64
Soloist time: 87.86, Predicted time: 114.80, Accompanist time: 112.06, Playback rate: 1.66
Soloist time: 88.05, Predicted time: 114.80, Accompanist time: 112.37, Playback rate: 1.66
Soloist time: 88.24, Predicted time: 115.17, Accompanist time: 112.67, Playback rate: 1.61
Soloist time: 88.42, Predicted time: 115.36, Accompanist time: 112.97, Playback rate: 1.58
Soloist time: 88.61, Predicted time: 115.36, Accompanist time: 113.27, Playback rate: 1.52
Soloist time: 88.79, Predicted time: 115.54, Accompanist time: 113.55, Playback rate: 1.51
Soloist time: 88.98, Predicted time: 115.73, Accompanist time: 113.83, Playback rate: 1.49
Soloist time: 89.16, Predicted time: 115.91, Accompanist time: 114.11, Playback rate: 1.49
Soloist time: 89.35, Predicted time: 116.10, Accompanist time: 114.38, Playback rate: 1.45
Soloist time: 89.54, Predicted time: 116.29, Accompanist time: 114.65, Playback rate: 1.45
Soloist time: 89.72, Predicted time: 116.47, Accompanist time: 114.92, Playback rate: 1.42
Soloist time: 89.91, Predicted time: 116.66, Accompanist time: 115.19, Playback rate: 1.42
Soloist time: 90.09, Predicted time: 116.84, Accompanist time: 115.45, Playback rate: 1.39
Soloist time: 90.28, Predicted time: 117.03, Accompanist time: 115.71, Playback rate: 1.38
Soloist time: 90.46, Predicted time: 117.21, Accompanist time: 115.96, Playback rate: 1.36
Soloist time: 90.65, Predicted time: 117.40, Accompanist time: 116.22, Playback rate: 1.36
Soloist time: 90.84, Predicted time: 117.59, Accompanist time: 116.47, Playback rate: 1.34
Soloist time: 91.02, Predicted time: 117.77, Accompanist time: 116.72, Playback rate: 1.32
Soloist time: 91.21, Predicted time: 117.96, Accompanist time: 116.96, Playback rate: 1.31
Soloist time: 91.39, Predicted time: 118.14, Accompanist time: 117.21, Playback rate: 1.31
Soloist time: 91.58, Predicted time: 118.33, Accompanist time: 117.45, Playback rate: 1.29
Soloist time: 91.77, Predicted time: 118.51, Accompanist time: 117.69, Playback rate: 1.29
Soloist time: 91.95, Predicted time: 118.51, Accompanist time: 117.93, Playback rate: 1.23
Soloist time: 92.14, Predicted time: 118.70, Accompanist time: 118.16, Playback rate: 1.23
Soloist time: 92.32, Predicted time: 118.89, Accompanist time: 118.39, Playback rate: 1.21
Soloist time: 92.51, Predicted time: 119.07, Accompanist time: 118.61, Playback rate: 1.21
Soloist time: 92.69, Predicted time: 119.44, Accompanist time: 118.84, Playback rate: 1.24
Soloist time: 92.88, Predicted time: 119.63, Accompanist time: 119.07, Playback rate: 1.23
Soloist time: 93.07, Predicted time: 119.81, Accompanist time: 119.29, Playback rate: 1.22
Soloist time: 93.25, Predicted time: 120.00, Accompanist time: 119.52, Playback rate: 1.22
Soloist time: 93.44, Predicted time: 120.37, Accompanist time: 119.75, Playback rate: 1.24
Soloist time: 93.62, Predicted time: 120.56, Accompanist time: 119.98, Playback rate: 1.24
Soloist time: 93.81, Predicted time: 120.74, Accompanist time: 120.21, Playback rate: 1.22
Soloist time: 93.99, Predicted time: 120.93, Accompanist time: 120.43, Playback rate: 1.21
Soloist time: 94.18, Predicted time: 121.12, Accompanist time: 120.66, Playback rate: 1.21
Soloist time: 94.37, Predicted time: 121.30, Accompanist time: 120.88, Playback rate: 1.20
Soloist time: 94.55, Predicted time: 121.49, Accompanist time: 121.11, Playback rate: 1.19
Soloist time: 94.74, Predicted time: 121.67, Accompanist time: 121.33, Playback rate: 1.19
Soloist time: 94.92, Predicted time: 121.86, Accompanist time: 121.55, Playback rate: 1.18
Soloist time: 95.11, Predicted time: 121.86, Accompanist time: 121.77, Playback rate: 1.13
Soloist time: 95.29, Predicted time: 121.86, Accompanist time: 121.98, Playback rate: 1.09
Soloist time: 95.48, Predicted time: 122.04, Accompanist time: 122.18, Playback rate: 1.09
Soloist time: 95.67, Predicted time: 122.42, Accompanist time: 122.38, Playback rate: 1.09
Soloist time: 95.85, Predicted time: 122.60, Accompanist time: 122.58, Playback rate: 1.12
Soloist time: 96.04, Predicted time: 122.79, Accompanist time: 122.79, Playback rate: 1.12
Soloist time: 96.22, Predicted time: 123.16, Accompanist time: 123.00, Playback rate: 1.15
Soloist time: 96.41, Predicted time: 123.34, Accompanist time: 123.21, Playback rate: 1.15
Soloist time: 96.60, Predicted time: 123.53, Accompanist time: 123.43, Playback rate: 1.14
Soloist time: 96.78, Predicted time: 123.72, Accompanist time: 123.64, Playback rate: 1.13
Soloist time: 96.97, Predicted time: 123.90, Accompanist time: 123.85, Playback rate: 1.13
Soloist time: 97.15, Predicted time: 124.09, Accompanist time: 124.06, Playback rate: 1.13
Soloist time: 97.34, Predicted time: 124.09, Accompanist time: 124.27, Playback rate: 1.08
Soloist time: 97.52, Predicted time: 124.27, Accompanist time: 124.47, Playback rate: 1.08
Soloist time: 97.71, Predicted time: 124.46, Accompanist time: 124.67, Playback rate: 1.07
Soloist time: 97.90, Predicted time: 124.64, Accompanist time: 124.87, Playback rate: 1.07
Soloist time: 98.08, Predicted time: 124.83, Accompanist time: 125.07, Playback rate: 1.07
Soloist time: 98.27, Predicted time: 125.02, Accompanist time: 125.27, Playback rate: 1.07
Soloist time: 98.45, Predicted time: 125.20, Accompanist time: 125.46, Playback rate: 1.06
Soloist time: 98.64, Predicted time: 125.57, Accompanist time: 125.66, Playback rate: 1.10
Soloist time: 98.82, Predicted time: 125.76, Accompanist time: 125.87, Playback rate: 1.09
Soloist time: 99.01, Predicted time: 125.95, Accompanist time: 126.07, Playback rate: 1.09
Soloist time: 99.20, Predicted time: 126.13, Accompanist time: 126.27, Playback rate: 1.09
Soloist time: 99.38, Predicted time: 126.32, Accompanist time: 126.47, Playback rate: 1.09
Soloist time: 99.57, Predicted time: 126.87, Accompanist time: 126.68, Playback rate: 1.16
Soloist time: 99.75, Predicted time: 126.87, Accompanist time: 126.89, Playback rate: 1.16
Soloist time: 99.94, Predicted time: 126.87, Accompanist time: 127.11, Playback rate: 1.06
Soloist time: 100.12, Predicted time: 127.06, Accompanist time: 127.30, Playback rate: 1.07
Soloist time: 100.31, Predicted time: 127.06, Accompanist time: 127.50, Playback rate: 1.02
Soloist time: 100.50, Predicted time: 127.25, Accompanist time: 127.69, Playback rate: 1.02
Soloist time: 100.68, Predicted time: 127.43, Accompanist time: 127.88, Playback rate: 1.03
Soloist time: 100.87, Predicted time: 127.62, Accompanist time: 128.07, Playback rate: 1.03
Soloist time: 101.05, Predicted time: 127.80, Accompanist time: 128.26, Playback rate: 1.02
Soloist time: 101.24, Predicted time: 128.17, Accompanist time: 128.45, Playback rate: 1.06
Soloist time: 101.42, Predicted time: 128.36, Accompanist time: 128.65, Playback rate: 1.06
Soloist time: 101.61, Predicted time: 128.36, Accompanist time: 128.85, Playback rate: 1.01
Soloist time: 101.80, Predicted time: 128.55, Accompanist time: 129.04, Playback rate: 1.01
Soloist time: 101.98, Predicted time: 128.73, Accompanist time: 129.23, Playback rate: 1.02
Soloist time: 102.17, Predicted time: 128.92, Accompanist time: 129.41, Playback rate: 1.02
Soloist time: 102.35, Predicted time: 129.10, Accompanist time: 129.60, Playback rate: 1.01
Soloist time: 102.54, Predicted time: 129.29, Accompanist time: 129.79, Playback rate: 1.01
Soloist time: 102.73, Predicted time: 129.47, Accompanist time: 129.98, Playback rate: 1.01
Soloist time: 102.91, Predicted time: 129.66, Accompanist time: 130.17, Playback rate: 1.01
Soloist time: 103.10, Predicted time: 129.66, Accompanist time: 130.36, Playback rate: 1.01
Soloist time: 103.28, Predicted time: 129.66, Accompanist time: 130.54, Playback rate: 0.93
Soloist time: 103.47, Predicted time: 129.85, Accompanist time: 130.72, Playback rate: 0.94
Soloist time: 103.65, Predicted time: 130.03, Accompanist time: 130.89, Playback rate: 0.94
Soloist time: 103.84, Predicted time: 130.59, Accompanist time: 131.07, Playback rate: 1.02
Soloist time: 104.03, Predicted time: 130.59, Accompanist time: 131.26, Playback rate: 0.98
Soloist time: 104.21, Predicted time: 130.96, Accompanist time: 131.44, Playback rate: 1.02
Soloist time: 104.40, Predicted time: 131.15, Accompanist time: 131.63, Playback rate: 1.02
Soloist time: 104.58, Predicted time: 131.33, Accompanist time: 131.82, Playback rate: 1.02
Soloist time: 104.77, Predicted time: 131.52, Accompanist time: 132.01, Playback rate: 1.02
Soloist time: 104.95, Predicted time: 131.70, Accompanist time: 132.20, Playback rate: 1.01
Soloist time: 105.14, Predicted time: 131.89, Accompanist time: 132.38, Playback rate: 1.01
Soloist time: 105.33, Predicted time: 132.08, Accompanist time: 132.57, Playback rate: 1.01
Soloist time: 105.51, Predicted time: 132.26, Accompanist time: 132.76, Playback rate: 1.01
Soloist time: 105.70, Predicted time: 132.45, Accompanist time: 132.95, Playback rate: 1.01
Soloist time: 105.88, Predicted time: 132.63, Accompanist time: 133.14, Playback rate: 1.01
Soloist time: 106.07, Predicted time: 132.82, Accompanist time: 133.32, Playback rate: 1.01
Soloist time: 106.25, Predicted time: 133.00, Accompanist time: 133.51, Playback rate: 1.01
Soloist time: 106.44, Predicted time: 133.19, Accompanist time: 133.70, Playback rate: 1.01
Soloist time: 106.63, Predicted time: 133.38, Accompanist time: 133.89, Playback rate: 1.01
Soloist time: 106.81, Predicted time: 133.56, Accompanist time: 134.08, Playback rate: 1.01
Soloist time: 107.00, Predicted time: 133.75, Accompanist time: 134.26, Playback rate: 1.01
Soloist time: 107.18, Predicted time: 133.93, Accompanist time: 134.45, Playback rate: 1.01
Soloist time: 107.37, Predicted time: 134.12, Accompanist time: 134.64, Playback rate: 1.01
Soloist time: 107.55, Predicted time: 134.30, Accompanist time: 134.83, Playback rate: 1.01
Soloist time: 107.74, Predicted time: 134.49, Accompanist time: 135.01, Playback rate: 1.01
Soloist time: 107.93, Predicted time: 134.68, Accompanist time: 135.20, Playback rate: 1.01
Soloist time: 108.11, Predicted time: 134.86, Accompanist time: 135.39, Playback rate: 1.01
Soloist time: 108.30, Predicted time: 135.05, Accompanist time: 135.57, Playback rate: 1.01
Soloist time: 108.48, Predicted time: 135.23, Accompanist time: 135.76, Playback rate: 1.01
Soloist time: 108.67, Predicted time: 135.60, Accompanist time: 135.95, Playback rate: 1.05
Soloist time: 108.86, Predicted time: 135.79, Accompanist time: 136.14, Playback rate: 1.04
Soloist time: 109.04, Predicted time: 135.98, Accompanist time: 136.34, Playback rate: 1.04
Soloist time: 109.23, Predicted time: 136.16, Accompanist time: 136.53, Playback rate: 1.04
Soloist time: 109.41, Predicted time: 136.35, Accompanist time: 136.72, Playback rate: 1.04
Soloist time: 109.60, Predicted time: 136.53, Accompanist time: 136.91, Playback rate: 1.04
Soloist time: 109.78, Predicted time: 136.72, Accompanist time: 137.11, Playback rate: 1.03
Soloist time: 109.97, Predicted time: 136.90, Accompanist time: 137.30, Playback rate: 1.03
Soloist time: 110.16, Predicted time: 137.09, Accompanist time: 137.49, Playback rate: 1.03
Soloist time: 110.34, Predicted time: 137.28, Accompanist time: 137.68, Playback rate: 1.03
Soloist time: 110.53, Predicted time: 137.46, Accompanist time: 137.87, Playback rate: 1.03
Soloist time: 110.71, Predicted time: 137.65, Accompanist time: 138.06, Playback rate: 1.03
Soloist time: 110.90, Predicted time: 137.83, Accompanist time: 138.26, Playback rate: 1.03
Soloist time: 111.08, Predicted time: 138.02, Accompanist time: 138.45, Playback rate: 1.03
Soloist time: 111.27, Predicted time: 138.21, Accompanist time: 138.64, Playback rate: 1.03
Soloist time: 111.46, Predicted time: 138.39, Accompanist time: 138.83, Playback rate: 1.02
Soloist time: 111.64, Predicted time: 138.58, Accompanist time: 139.02, Playback rate: 1.02
Soloist time: 111.83, Predicted time: 138.76, Accompanist time: 139.21, Playback rate: 1.02
Soloist time: 112.01, Predicted time: 138.95, Accompanist time: 139.40, Playback rate: 1.02
Soloist time: 112.20, Predicted time: 139.13, Accompanist time: 139.59, Playback rate: 1.02
Soloist time: 112.38, Predicted time: 139.32, Accompanist time: 139.78, Playback rate: 1.02
Soloist time: 112.57, Predicted time: 139.32, Accompanist time: 139.96, Playback rate: 0.98
Soloist time: 112.76, Predicted time: 139.51, Accompanist time: 140.15, Playback rate: 0.98
Soloist time: 112.94, Predicted time: 139.69, Accompanist time: 140.33, Playback rate: 0.98
Soloist time: 113.13, Predicted time: 139.88, Accompanist time: 140.51, Playback rate: 0.98
Soloist time: 113.31, Predicted time: 140.06, Accompanist time: 140.69, Playback rate: 0.98
Soloist time: 113.50, Predicted time: 140.62, Accompanist time: 140.88, Playback rate: 1.06
Soloist time: 113.68, Predicted time: 141.18, Accompanist time: 141.07, Playback rate: 1.14
Soloist time: 113.87, Predicted time: 141.73, Accompanist time: 141.29, Playback rate: 1.21
Soloist time: 114.06, Predicted time: 142.29, Accompanist time: 141.51, Playback rate: 1.27
Soloist time: 114.24, Predicted time: 142.85, Accompanist time: 141.75, Playback rate: 1.27
Soloist time: 114.43, Predicted time: 143.41, Accompanist time: 141.98, Playback rate: 1.40
Soloist time: 114.61, Predicted time: 143.96, Accompanist time: 142.24, Playback rate: 1.46
Soloist time: 114.80, Predicted time: 143.96, Accompanist time: 142.52, Playback rate: 1.39
Soloist time: 114.99, Predicted time: 143.96, Accompanist time: 142.77, Playback rate: 1.39
Soloist time: 115.17, Predicted time: 144.15, Accompanist time: 143.03, Playback rate: 1.33
